cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis,sum_kzt_boundary,dominant_role,dominant_role_count,mean_cluster_stability,n_fifo_1d_80
0,276,1,29434695.389999993,100000004070318100|100000006866783100|100000008477350100|100000004400305100|100000004351795100,"Гипотеза: возможное завершение потока у 48 из 276 узлов. Исходных узлов обхода: 1; внутренние переводы ≈29,43 млн ₸. У 32 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",12443509.89,terminal,48,0.9011646713296709,32
1,270,1,10178044.0,100000002527114100|100000001697501100|100000002578405100|100000002733905100|100000001166289100,"Гипотеза: возможное завершение потока у 25 из 270 узлов. Исходных узлов обхода: 1; внутренние переводы ≈10,18 млн ₸. У 10 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",0.0,terminal,25,1.0,10
2,153,1,32078820.59,100000008710791100|100000008489922100|100000008547948100|100000008547844100|100000002838861100,"Гипотеза: возможное завершение потока у 49 из 153 узлов. Исходных узлов обхода: 1; внутренние переводы ≈32,08 млн ₸. У 17 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",5668114.0,terminal,49,0.734717319847175,17
3,142,5,19232090.0,100000003684369100|100000008165763100|100000008304139100|100000007908818100|100000008748914100,"Гипотеза: возможное завершение потока у 52 из 142 узлов. Исходных узлов обхода: 5; внутренние переводы ≈19,23 млн ₸. У 12 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",8504866.74,terminal,52,0.8958702628990588,12
4,130,0,17361508.0,100000008603629100|100000001857829100|100000005527892100|100000004679953100|100000002723538100,"Гипотеза: возможное завершение потока у 27 из 130 узлов. Исходных узлов обхода: 0; внутренние переводы ≈17,36 млн ₸. У 14 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",7285125.0,terminal,27,0.792727405370946,14
5,129,7,18799215.28,100000003016635100|100000001530983100|100000005287097100|100000004150593100|100000000667713100,"Гипотеза: возможное завершение потока у 31 из 129 узлов. Исходных узлов обхода: 7; внутренние переводы ≈18,80 млн ₸. У 15 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",2149554.0,terminal,31,0.9528133624902829,15
6,126,0,24907250.330000002,100000000331309100|100000006889963100|100000005665181100|100000006734214100|100000003796063100,"Гипотеза: возможное завершение потока у 46 из 126 узлов. Исходных узлов обхода: 0; внутренние переводы ≈24,91 млн ₸. У 11 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",9636976.75,terminal,46,0.9413794484558027,11
7,106,4,16242879.02,100000005782781100|100000001616816100|100000004015047100|100000005514161100|100000006788200100,"Гипотеза: возможное завершение потока у 35 из 106 узлов. Исходных узлов обхода: 4; внутренние переводы ≈16,24 млн ₸. У 8 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",2994939.2,terminal,35,0.8189559815987855,8
8,106,0,6254194.67,100000005473151100|100000006707582100|100000005704413100|100000005578559100|100000004569484100,"Гипотеза: возможное завершение потока у 12 из 106 узлов. Исходных узлов обхода: 0; внутренние переводы ≈6,25 млн ₸. У 6 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",975512.0,terminal,12,0.6593191969247182,6
9,53,1,3021863.0,100000001899164100|100000003265158100|100000008636603100|100000004386258100|100000004420041100,"Гипотеза: возможное завершение потока у 10 из 53 узлов. Исходных узлов обхода: 1; внутренние переводы ≈3,02 млн ₸. У 7 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",489714.4,terminal,10,0.9476133071491688,7
10,53,1,5947339.0,100000003115284100|100000000343175100|100000003635170100|100000008730846100|100000003390036100,"Гипотеза: возможное завершение потока у 18 из 53 узлов. Исходных узлов обхода: 1; внутренние переводы ≈5,95 млн ₸. У 5 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",2737139.0,terminal,18,0.7468656747882068,5
11,51,0,13990812.0,100000008512827100|100000005242320100|100000001287955100|100000002748180100|100000008742053100,"Гипотеза: возможное завершение потока у 23 из 51 узлов. Исходных узлов обхода: 0; внутренние переводы ≈13,99 млн ₸. У 6 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",2910345.0,terminal,23,0.9718749999999998,6
12,50,3,4135421.0,100000008346837100|100000005074393100|100000008733194100|100000001236706100|100000008003034100,"Гипотеза: передача средств дальше у 7 из 50 узлов. Исходных узлов обхода: 3; внутренние переводы ≈4,14 млн ₸. У 6 узлов сопоставлено не менее 80% меньшего из входящего/исходящего объёмов в тот же или следующий день. Выборка неполная; проверить маршруты, не делать вывод о виновности.",1168122.0,transit,7,0.9783884615384616,6
