gid,role,role_score,cluster_id,priority_score,evidence,secondary_role,uncertainty_reason,depth,is_seed,truncated_by_depth,p_continue,in_deg,out_deg,in_tx,out_tx,in_kzt,out_kzt,pagerank,pass_through,retention,balance_similarity,fifo_0d,fifo_1d,fifo_2d,median_fifo_lag,pagerank_amount,pagerank_count,hits_authority,hits_hub,betweenness,weighted_betweenness,direct_seed_in,seed_affinity,n_seed_reachable,max_in_sources_day,max_out_targets_day,repeated_in_edges,repeated_out_edges,repeat_route_count,reciprocal_neighbors,cycle_count,temporal_cycle_count,participation,fragmentation_impact,cluster_stability,component_id,role_stability,observability,score_consolidator,score_transit,score_distributor,score_terminal,score_coordinator,score_peripheral,priority_connectivity,priority_exposure,priority_seed,priority_temporal,priority_role,priority_uncertainty
100000000343175100,distributor,0.9881988472622478,10,0.9959964412811388,"Гипотеза распределения: 31 получателей; выход ≈4,00 млн ₸. Исходящий объём преобладает. Внешние поступления могут быть скрыты.",peripheral,нет существенной по наблюдаемым данным,0,True,False,0.9633659239957422,8,31,14,33,178712.0,4000039.0,0.000709762802885022,22.382598818210305,0.0,0.04467756439374716,0.9692242266887506,0.9692242266887506,0.9692242266887506,0.0,0.000709762802885022,0.000776125536392612,0.00015768117586632482,0.008165757372368358,0.0010946926090299827,0.0009651733131065028,1,2.1122356599276046,5,2,7,2.0,1.0,0,0,0,0,0.3335753095735927,28,0.7941293025362319,0,1.0,1.0,0.7101994560290119,0.636404147227214,0.9737752161383285,0.45410538402834955,0.744979642047138,0.05,0.8124005814874711,0.9838828748110768,0.8363533117873484,0.6931799177797535,0.9737752161383285,0.011610952081704219
100000000456947100,peripheral,0.35,70,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,нет наблюдаемых рёбер,0,True,False,0.09308886432266347,0,0,0,0,0.0,0.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,1.0,16,1.0,0.45,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463
100000000580561100,peripheral,0.3563400576368876,42,0.9119217081850534,"Недостаточно признаков специальной роли: 2 отправителей, 3 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,role margin=0.00,0,True,False,0.6354630551010106,2,3,3,13,27980.0,1488077.0,0.0008289640370025042,53.183595425303785,0.0,0.018802790446999722,0.6676197283774125,0.6676197283774125,0.8463187991422445,0.0,0.0008289640370025042,0.0006493671510339603,6.459971988527474e-123,1.549985540377852e-106,1.1888811083225246e-06,1.1888811083225246e-06,0,1.0,1,1,2,1.0,3.0,0,2,2,1,0.0,3,1.0,5,1.0,1.0,0.4719061650045331,0.36723782063271415,0.7636887608069165,0.26979458297584635,0.4530197402578716,0.2363112391930835,0.2536979722687718,0.9430718337540254,0.5632562277580072,0.5465887686791966,0.7636887608069165,0.6070175621583908
100000001415126100,peripheral,0.4162200508626641,17,0.5400355871886121,"Недостаточно признаков специальной роли: 1 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",terminal,role margin=0.00,0,True,False,0.21270456535747956,1,0,1,0,27000.0,0.0,0.0004071794808734408,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0004071794808734408,0.0003940619118809635,1.0731368678681709e-07,0.0,0.0,0.0,0,1.2449128565059637,3,1,0,0.0,0.0,0,0,0,0,0.0,0,1.0,0,1.0,1.0,0.5011899365367181,0.039434724091520865,0.0,0.6306221091940798,0.3199528290282407,0.3693778908059202,0.0,0.44905735460581886,0.6620217971530249,0.11480054397098821,0.6306221091940798,0.26215067963153155
100000001429930100,peripheral,0.4189208569387579,12,0.5066725978647687,"Недостаточно признаков специальной роли: 1 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",terminal,role margin=0.00,0,True,False,0.21299899674523926,1,0,1,0,26000.0,0.0,0.000348790422476646,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.000348790422476646,0.00032767563432041345,3.405952284116968e-08,0.0,0.0,0.0,0,1.1832664908781998,3,1,0,0.0,0.0,0,0,0,0,0.0,0,0.9802884615384615,0,1.0,1.0,0.49597688123300093,0.039434724091520865,0.0,0.6246203179138714,0.3009804090994151,0.3753796820861286,0.0,0.4095916174528897,0.6606761565836299,0.11480054397098821,0.6246203179138714,0.23800514607459322
100000001616816100,peripheral,0.3521233314250741,7,0.9768683274021353,"Недостаточно признаков специальной роли: 5 отправителей, 3 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",coordinator,role margin=0.00,0,True,False,0.938130271360087,5,3,12,10,176195.0,181326.0,0.002411941263461066,1.0291211441868384,0.0,0.9717028997496222,0.5049802775334147,0.6909106387808962,0.6909106387808962,1.0,0.002411941263461066,0.004008654970319209,3.3360111193863075e-07,2.4700964471275065e-05,0.00010470096527690845,0.00010660300604625303,0,1.9205369722648307,8,1,1,2.0,1.0,0,2,2,2,0.46213715531760324,1,0.8045376578824264,0,1.0,1.0,0.6628966455122394,0.6992552534617955,0.6476945244956772,0.41274862290932224,0.7730592634998352,0.22694073650016477,0.5852061333265552,0.9235883269551001,0.6936499110320286,0.656440622698777,0.7730592634998352,0.5983713284023596
100000001732159100,peripheral,0.3174027377521614,38,0.9666370106761566,"Недостаточно признаков специальной роли: 2 отправителей, 4 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,role margin=0.00; cluster stability=0.63,0,True,False,0.7804481478748936,2,4,30,23,2378100.0,1505966.0,0.0010857057822366105,0.633264370716118,0.3667356292838821,0.633264370716118,0.4981227995851168,0.574485745362113,0.6309279226755451,0.0,0.0010857057822366105,0.0015703010202413467,1.0335583905058746e-05,0.00029794809709962156,2.027094433598164e-05,2.0012831990095827e-05,2,2.115627035835801,4,2,2,2.0,4.0,1,2,4,4,0.0,0,0.6334978070175439,0,1.0,1.0,0.7780955392747275,0.5885096458836409,0.8502161383285303,0.6414957923612348,0.605488150756019,0.14978386167146973,0.16961602671118534,0.984225807018132,0.9788957985329363,0.7980653540084773,0.8502161383285303,0.6718298413042465
100000002527114100,distributor,0.9675144092219021,1,0.979982206405694,"Гипотеза распределения: 111 получателей; выход ≈3,29 млн ₸. Исходящий объём преобладает. Внешние поступления могут быть скрыты.",peripheral,нет существенной по наблюдаемым данным,0,True,False,0.762546665634566,3,111,4,113,129000.0,3289249.0,0.0008060907122049196,25.49805426356589,0.0,0.03921867879263626,1.0,1.0,1.0,0.0,0.0008060907122049196,0.0007930458670361763,1.8037360651938925e-15,5.330117714531621e-12,0.00019339132695379732,0.00019339132695379732,0,1.0,1,1,11,1.0,2.0,0,3,3,3,0.0,110,1.0,1,1.0,1.0,0.5979374433363555,0.6240509856164107,0.9278097982708935,0.37814243225793953,0.6695195102765038,0.0721902017291065,0.632083516803781,0.9668793276591804,0.5632562277580072,0.7863680339685262,0.9278097982708935,0.03140964617013854
100000002916006100,peripheral,0.8717759365994235,17,0.20462633451957296,"Недостаточно признаков специальной роли: 0 отправителей, 1 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты.",distributor,нет существенной по наблюдаемым данным,0,True,False,0.09308886432266347,0,1,0,1,0.0,32000.0,0.0002840373996672238,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002840373996672238,0.0002837610922311973,0.0,1.5329347586716835e-110,0.0,0.0,0,1.0,1,0,1,0.0,0.0,0,0,0,0,0.0,0,1.0,0,1.0,1.0,0.0,0.039434724091520865,0.2849423631123919,0.09069111356773366,0.20554926184786734,0.715057636887608,0.0,0.3554109246337575,0.5632562277580072,0.08771613832853026,0.2849423631123919,0.04557223293349642
100000003016635100,distributor,0.9168597468329015,5,0.9955516014234875,"Гипотеза распределения: 73 получателей; выход ≈9,41 млн ₸. Исходящий объём преобладает. Внешние поступления могут быть скрыты.",coordinator,нет существенной по наблюдаемым данным,0,True,False,0.9844159544592316,8,73,36,151,586981.0,9414081.0,0.0011829721870657284,16.038135817002594,0.0,0.06235138618416391,1.0,1.0,1.0,0.0,0.0011829721870657284,0.0012803875280990112,2.912170686233168e-05,0.020049581647813085,0.007215469082446287,0.008234586849944579,0,1.2440765535034177,4,3,10,4.0,25.0,12,6,19,7,0.0916773992331048,62,0.969997822742277,0,1.0,1.0,0.7377379873073435,0.8072976777430528,0.9949567723342939,0.48818578442715027,0.8123491062655696,0.05,0.7358414602024588,0.9949179857342885,0.6775578291814947,0.9790059908443939,0.9949567723342939,0.08271773321444843
