gid,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,total_kzt,total_tx,pass_through,balance_similarity,retention,in_flow_share,out_flow_share,truncated_by_depth,pagerank_amount,pagerank_count,hits_hub_amount,hits_authority_amount,hits_hub_count,hits_authority_count,hits_hub,hits_authority,betweenness,weighted_betweenness,brokerage,in_source_hhi,out_target_hhi,repeated_in_edges,repeated_out_edges,active_in_days,active_out_days,first_in_day,last_in_day,first_out_day,last_out_day,max_in_sources_day,max_out_targets_day,in_day_concentration,out_day_concentration,fifo_0d,fifo_1d,fifo_2d,median_fifo_lag,repeat_route_count,repeat_route_occurrences,repeat_route_kzt,direct_seed_in,seed_affinity,n_seed_reachable,min_seed_distance,is_articulation,fragmentation_impact,reciprocal_neighbors,cycle_count,temporal_cycle_count,cluster_id,cluster_stability,participation,clusters_touched,boundary_kzt,component_id,p_continue,p_in_deg,p_out_deg,p_in_tx,p_out_tx,p_in_kzt,p_out_kzt,p_total_kzt,p_total_tx,p_pagerank_amount,p_pagerank_count,p_authority,p_hub,p_betweenness,p_weighted_betweenness,p_brokerage,p_seed_affinity,p_direct_seed,p_participation,p_fragmentation,p_sync_in,p_sync_out,p_repeat_route,p_repeat_edge,p_reciprocal,p_cycle,p_boundary_kzt,p_cluster_touch,score_consolidator,score_transit,score_distributor,score_terminal,score_coordinator,score_peripheral,role,secondary_role,role_stability,observability,role_score,uncertainty_reason,priority_connectivity,priority_exposure,priority_seed,priority_temporal,priority_role,priority_uncertainty,priority_raw,priority_score,evidence
100000000343175100,0,True,8,31,178712.0,4000039.0,14,33,4178751.0,47,22.382598818210305,0.04467756439374716,0.0,0.04276684588289659,0.9572331541171034,False,0.000709762802885022,0.000776125536392612,0.01145899827187812,0.00016728756964019286,0.004872516472858595,0.0001480747820924568,0.008165757372368358,0.00015768117586632482,0.0010946926090299827,0.0009651733131065028,0.0010299329610682427,0.18748235774402042,0.05874731296425004,2.0,1.0,11,12,1,21,1,21,2,7,0.25,0.22580645161290322,0.9692242266887506,0.9692242266887506,0.9692242266887506,0.0,0,0,0.0,1,2.1122356599276046,5,0,1,28,0,0,0,10,0.7941293025362319,0.3335753095735927,9,784192.0,0,0.9633659239957422,0.9936536718041704,0.9769452449567724,0.9870806890299184,0.9632564841498559,0.7601994560290117,0.9769452449567724,0.9896814715118888,0.9914759982054733,0.9141459074733096,0.9283807829181495,0.7488667271078876,0.9740634005763689,0.9398998330550918,0.9335604770017035,0.9398998330550918,0.9959964412811388,0.47653061224489796,0.47757255936675463,0.9772296015180265,0.9505893019038985,0.9769452449567724,0.0,0.892354124748491,0.0,0.0,0.9630606860158312,0.9961866307761328,0.7101994560290119,0.636404147227214,0.9737752161383285,0.45410538402834955,0.744979642047138,0.05,distributor,peripheral,1.0,1.0,0.9881988472622478,нет существенной по наблюдаемым данным,0.8124005814874711,0.9838828748110768,0.8363533117873484,0.6931799177797535,0.9737752161383285,0.011610952081704219,0.812653059911282,0.9959964412811388,"Гипотеза распределения: 31 получателей; выход ≈4,00 млн ₸. Исходящий объём преобладает. Внешние поступления могут быть скрыты."
100000000456947100,0,True,0,0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0.0,0.0,False,0.0002840373996672238,0.0002837610922311973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,1.0,1,0,0,0,0,0,0,70,1.0,0.0,0,0.0,16,0.09308886432266347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00956405693950178,0.00956405693950178,0.0,0.0,0.0,0.0,0.0,0.9504003558718861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09069111356773366,0.1915146797153025,0.8084853202846976,peripheral,coordinator,1.0,0.45,0.35,нет наблюдаемых рёбер,0.0,0.003825622775800712,0.5632562277580072,0.0,0.1915146797153025,0.002486654804270463,0.12150355871886123,0.004448398576512456,"Недостаточно признаков специальной роли: 0 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты."
100000000580561100,0,True,2,3,27980.0,1488077.0,3,13,1516057.0,16,53.183595425303785,0.018802790446999722,0.0,0.018455770462456226,0.9815442295375437,False,0.0008289640370025042,0.0006493671510339603,3.099971080755704e-106,1.2919943977054948e-122,4.08566698125399e-309,0.0,1.549985540377852e-106,6.459971988527474e-123,1.1888811083225246e-06,1.1888811083225246e-06,1.1888811083225246e-06,0.5561927466826351,0.4948570142323478,1.0,3.0,3,11,9,24,1,29,1,2,0.5,0.6666666666666666,0.6676197283774125,0.6676197283774125,0.8463187991422445,0.0,0,0,0.0,0,1.0,1,0,1,3,2,2,1,42,1.0,0.0,1,0.0,5,0.6354630551010106,0.8538077969174978,0.7118155619596542,0.8481414324569356,0.8710374639769453,0.34587488667271077,0.909221902017291,0.9533423059668013,0.9443696724988784,0.9332740213523132,0.9065836298932385,0.13100634632819583,0.4783861671469741,0.09849749582637729,0.10221465076660988,0.10767946577629382,0.9504003558718861,0.0,0.0,0.7020872865275142,0.45920217588395285,0.7896253602305475,0.0,0.41851106639839036,0.8590225563909775,0.342911877394636,0.0,0.4152086137281292,0.4719061650045331,0.36723782063271415,0.7636887608069165,0.26979458297584635,0.4530197402578716,0.2363112391930835,peripheral,distributor,1.0,1.0,0.3563400576368876,role margin=0.00,0.2536979722687718,0.9430718337540254,0.5632562277580072,0.5465887686791966,0.7636887608069165,0.6070175621583908,0.5736793855934492,0.9119217081850534,"Недостаточно признаков специальной роли: 2 отправителей, 3 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты."
100000001415126100,0,True,1,0,27000.0,0.0,1,0,27000.0,1,0.0,0.0,1.0,1.0,0.0,False,0.0004071794808734408,0.0003940619118809635,0.0,1.3031718595164575e-07,0.0,8.431018762198842e-08,0.0,1.0731368678681709e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,2,2,0,0,1,0,1.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,1.2449128565059637,3,0,0,0,0,0,0,17,1.0,0.0,1,0.0,0,0.21270456535747956,0.39913871260199457,0.0,0.33204895738893925,0.0,0.3417951042611061,0.0,0.27927321668909827,0.2628981606101391,0.7139679715302492,0.6915035587188612,0.4442429737080689,0.0,0.0,0.0,0.0,0.9808718861209964,0.0,0.0,0.0,0.45920217588395285,0.0,0.0,0.0,0.0,0.0,0.0,0.4152086137281292,0.5011899365367181,0.039434724091520865,0.0,0.6306221091940798,0.3199528290282407,0.3693778908059202,peripheral,terminal,1.0,1.0,0.4162200508626641,role margin=0.00,0.0,0.44905735460581886,0.6620217971530249,0.11480054397098821,0.6306221091940798,0.26215067963153155,0.31134636799745746,0.5400355871886121,"Недостаточно признаков специальной роли: 1 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты."
100000001429930100,0,True,1,0,26000.0,0.0,1,0,26000.0,1,0.0,0.0,1.0,1.0,0.0,False,0.000348790422476646,0.00032767563432041345,0.0,1.7427718354682644e-08,0.0,5.069132732765671e-08,0.0,3.405952284116968e-08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,23,23,0,0,1,0,1.0,0.0,0.0,0.0,0.0,,0,0,0.0,0,1.1832664908781998,3,0,0,0,0,0,0,12,0.9802884615384615,0.0,1,0.0,0,0.21299899674523926,0.39913871260199457,0.0,0.33204895738893925,0.0,0.32660924750679965,0.0,0.2651413189771198,0.2628981606101391,0.6276690391459074,0.5313612099644128,0.42973708068902994,0.0,0.0,0.0,0.0,0.9784252669039146,0.0,0.0,0.0,0.45920217588395285,0.0,0.0,0.0,0.0,0.0,0.0,0.4152086137281292,0.49597688123300093,0.039434724091520865,0.0,0.6246203179138714,0.3009804090994151,0.3753796820861286,peripheral,terminal,1.0,1.0,0.4189208569387579,role margin=0.00,0.0,0.4095916174528897,0.6606761565836299,0.11480054397098821,0.6246203179138714,0.23800514607459322,0.3006142347154541,0.5066725978647687,"Недостаточно признаков специальной роли: 1 отправителей, 0 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты."
100000001616816100,0,True,5,3,176195.0,181326.0,12,10,357521.0,22,1.0291211441868384,0.9717028997496222,0.0,0.4928241977394335,0.5071758022605665,False,0.002411941263461066,0.004008654970319209,2.0047735146247042e-05,3.423481732273981e-07,2.9354193796303092e-05,3.2485405064986335e-07,2.4700964471275065e-05,3.3360111193863075e-07,0.00010470096527690845,0.00010660300604625303,0.00010565198566158074,0.28297758533445116,0.46646677527223107,2.0,1.0,9,7,1,22,2,22,1,1,0.2,0.3333333333333333,0.5049802775334147,0.6909106387808962,0.6909106387808962,1.0,0,0,0.0,0,1.9205369722648307,8,0,1,1,2,2,2,7,0.8045376578824264,0.46213715531760324,3,118000.0,0,0.938130271360087,0.9809610154125114,0.7118155619596542,0.979827742520399,0.8350144092219021,0.7579329102447869,0.6181556195965417,0.8057424854194706,0.9670255720053835,0.9919928825622776,0.9995551601423488,0.4673617407071623,0.7262247838616714,0.7479131886477463,0.768313458262351,0.7629382303839732,0.9902135231316725,0.0,0.6886543535620053,0.24478178368121442,0.45920217588395285,0.35086455331412103,0.0,0.892354124748491,0.8590225563909775,0.7605363984674329,0.6490765171503958,0.9443696724988784,0.6628966455122394,0.6992552534617955,0.6476945244956772,0.41274862290932224,0.7730592634998352,0.22694073650016477,peripheral,coordinator,1.0,1.0,0.3521233314250741,role margin=0.00,0.5852061333265552,0.9235883269551001,0.6936499110320286,0.656440622698777,0.7730592634998352,0.5983713284023596,0.7092988420887718,0.9768683274021353,"Недостаточно признаков специальной роли: 5 отправителей, 3 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты."
100000001732159100,0,True,2,4,2378100.0,1505966.0,30,23,3884066.0,53,0.633264370716118,0.633264370716118,0.3667356292838821,0.6122707492612124,0.38772925073878767,False,0.0010857057822366105,0.0015703010202413467,3.464227871035515e-05,4.21941048531552e-07,0.000561253915488888,2.024922676158594e-05,0.00029794809709962156,1.0335583905058746e-05,2.027094433598164e-05,2.0012831990095827e-05,2.0141888163038733e-05,0.9232959475763558,0.2554602672778295,2.0,4.0,10,13,1,17,1,21,2,2,1.0,0.5,0.4981227995851168,0.574485745362113,0.6309279226755451,0.0,1,2,38076.0,2,2.115627035835801,4,0,0,0,2,4,4,38,0.6334978070175439,0.0,1,0.0,0,0.7804481478748936,0.8538077969174978,0.7881844380403458,0.9968268359020852,0.9423631123919308,0.9945602901178604,0.9135446685878963,0.9878869448183042,0.993719156572454,0.9564056939501779,0.9750889679715302,0.6201269265639165,0.8270893371757925,0.4307178631051753,0.41567291311754684,0.4240400667779633,0.9966637010676157,0.9734693877551021,0.0,0.0,0.9505893019038985,0.7896253602305475,0.3709677419354839,0.892354124748491,0.8590225563909775,0.9118773946360154,0.0,0.4152086137281292,0.7780955392747275,0.5885096458836409,0.8502161383285303,0.6414957923612348,0.605488150756019,0.14978386167146973,peripheral,distributor,1.0,1.0,0.3174027377521614,role margin=0.00; cluster stability=0.63,0.16961602671118534,0.984225807018132,0.9788957985329363,0.7980653540084773,0.8502161383285303,0.6718298413042465,0.68193863829261,0.9666370106761566,"Недостаточно признаков специальной роли: 2 отправителей, 4 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты."
100000002527114100,0,True,3,111,129000.0,3289249.0,4,113,3418249.0,117,25.49805426356589,0.03921867879263626,0.0,0.03773861997765523,0.9622613800223447,False,0.0008060907122049196,0.0007930458670361763,1.0660235429063242e-11,3.607472130387785e-15,9.191437668292811e-67,9.05146020794945e-70,5.330117714531621e-12,1.8037360651938925e-15,0.00019339132695379732,0.00019339132695379732,0.00019339132695379732,0.5457003785830179,0.011455191747184014,1.0,2.0,4,25,4,23,1,31,1,11,0.3333333333333333,0.0990990990990991,1.0,1.0,1.0,0.0,0,0,0.0,0,1.0,1,0,1,110,3,3,3,1,1.0,0.0,1,0.0,1,0.762546665634566,0.9347234814143246,0.9985590778097982,0.8961922030825022,0.9956772334293948,0.6990027198549411,0.968299711815562,0.9860924181247196,0.9973082099596231,0.9306049822064056,0.931049822064057,0.3014505893019039,0.5749279538904899,0.8347245409015025,0.838160136286201,0.8330550918196995,0.9504003558718861,0.0,0.0,0.9962049335863378,0.45920217588395285,0.9956772334293948,0.0,0.41851106639839036,0.9699248120300752,0.8639846743295019,0.0,0.4152086137281292,0.5979374433363555,0.6240509856164107,0.9278097982708935,0.37814243225793953,0.6695195102765038,0.0721902017291065,distributor,peripheral,1.0,1.0,0.9675144092219021,нет существенной по наблюдаемым данным,0.632083516803781,0.9668793276591804,0.5632562277580072,0.7863680339685262,0.9278097982708935,0.03140964617013854,0.7160312953534705,0.979982206405694,"Гипотеза распределения: 111 получателей; выход ≈3,29 млн ₸. Исходящий объём преобладает. Внешние поступления могут быть скрыты."
100000002916006100,0,True,0,1,0.0,32000.0,0,1,32000.0,1,,0.0,0.0,0.0,1.0,False,0.0002840373996672238,0.0002837610922311973,3.065869517343367e-110,0.0,0.0,0.0,1.5329347586716835e-110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,6,6,0,1,0.0,1.0,0.0,0.0,0.0,,0,0,0.0,0,1.0,1,0,0,0,0,0,0,17,1.0,0.0,1,0.0,0,0.09308886432266347,0.0,0.23054755043227665,0.0,0.1707492795389049,0.0,0.2831412103746398,0.3221175414984298,0.2628981606101391,0.00956405693950178,0.00956405693950178,0.0,0.4423631123919308,0.0,0.0,0.0,0.9504003558718861,0.0,0.0,0.0,0.0,0.35086455331412103,0.0,0.0,0.0,0.0,0.0,0.4152086137281292,0.0,0.039434724091520865,0.2849423631123919,0.09069111356773366,0.20554926184786734,0.715057636887608,peripheral,distributor,1.0,1.0,0.8717759365994235,нет существенной по наблюдаемым данным,0.0,0.3554109246337575,0.5632562277580072,0.08771613832853026,0.2849423631123919,0.04557223293349642,0.2235067931230615,0.20462633451957296,"Недостаточно признаков специальной роли: 0 отправителей, 1 получателей. Это не отсутствие риска. Внешние поступления могут быть скрыты."
100000003016635100,0,True,8,73,586981.0,9414081.0,36,151,10001062.0,187,16.038135817002594,0.06235138618416391,0.0,0.0586918669237327,0.9413081330762673,False,0.0011829721870657284,0.0012803875280990112,0.014665118796888373,6.344723619659531e-06,0.025434044498737794,5.1898690105003826e-05,0.020049581647813085,2.912170686233168e-05,0.007215469082446287,0.008234586849944579,0.007725027966195433,0.4751105758381914,0.04263640332562877,4.0,25.0,15,21,4,23,3,23,3,10,0.375,0.136986301369863,1.0,1.0,1.0,0.0,12,30,1040020.0,0,1.2440765535034177,4,0,1,62,6,19,7,5,0.969997822742277,0.0916773992331048,13,472445.0,0,0.9844159544592316,0.9936536718041704,0.9942363112391931,0.9981867633726201,1.0,0.9442429737080689,0.9971181556195965,0.9986541049798116,1.0,0.9630782918149466,0.9670818505338078,0.672257479601088,0.9884726224783862,0.998330550918197,0.9982964224872232,0.998330550918197,0.9797597864768683,0.0,0.12928759894459102,0.9924098671726755,0.9875339981867634,0.9935158501440923,0.967741935483871,0.9758551307847082,0.9924812030075187,0.9636015325670498,0.9129287598944591,0.9993270524899058,0.7377379873073435,0.8072976777430528,0.9949567723342939,0.48818578442715027,0.8123491062655696,0.05,distributor,coordinator,1.0,1.0,0.9168597468329015,нет существенной по наблюдаемым данным,0.7358414602024588,0.9949179857342885,0.6775578291814947,0.9790059908443939,0.9949567723342939,0.08271773321444843,0.812077266695761,0.9955516014234875,"Гипотеза распределения: 73 получателей; выход ≈9,41 млн ₸. Исходящий объём преобладает. Внешние поступления могут быть скрыты."
